yard,treatment_group,lab_ID,field_ID,colony_size,queen_year,date_collected,sampling_event,year,queen_breeder,queen_breeder_year,overwinter_success,frame_of_brood,frame_of_bees_FHA,frame_of _bees_date,frame_of_bees,brood_amnt,brood_pat,queen_status,disease_present,FKB_start_date,FKB_end_date,FKB_start_uncapped,FKB_start_capped,FKB_end_capped,FKB_percentile,UBO_date,UBO_T0,UBO_T2,UBO_T0_capped,UBO_T2_capped,UBO_assay_score,RNA_ext_date,virus_count,varroa_count,nosema_count,varroa_load_mites.100.bees,nosema_load_spores.bee,treated,honey_removed,october_weight,pollen_sub_added,comments,,,,
Yandow,,59,2,full,,8/5/2021,3,2021,76,2019,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.3333333333,0,x,,,,,,,,
Yandow,,60,9,full,,8/5/2021,3,2021,69,2019,,,,,,,,,,,,,,,,,,,,,,,,5,0,1.666666667,0,x,,,,,,,,
Yandow,,61,UVM1,full,,8/5/2021,3,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,x,,,,,,,,
Yandow,,62,UVM2,full,,8/5/2021,3,2021,75,2020,,,,,,,,,,,,,,,,,,,,,,,,2,0,0.6666666667,0,x,,,,,,,,
Yandow,,63,UVM3,full,,8/5/2021,3,2021,76,2020,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,x,,,,,,,,
Yandow,,64,UVM4,full,,8/5/2021,3,2021,75,2020,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,x,,,,,,,,
Yandow,,65,24,full,,8/5/2021,3,2021,78,2019,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.3333333333,0,x,,,,,,,,
Yandow,,66,UVM5,full,,8/5/2021,3,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,50000,x,,,,,,,,
Allard,,56,25,full,,8/7/2021,3,2021,78,2019,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,0,x,,,,,,,,
Allard,,49,14,full,,8/7/2021,3,2021,78,2019,,,,,,,,,,,,,,,,,,,,,,,,4,0,1.333333333,0,x,,,,,,,,
Allard,,55,20,full,,8/7/2021,3,2021,,2019,,,,,,,,,,,,,,,,,,,,,,,,20,0,6.666666667,0,x,,,,,,,,
Allard,,58,7,full,,8/7/2021,3,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,6,0,2,0,x,,,,Tipped over 6/2,,,,
Allard,,50,8,full,,8/7/2021,3,2021,68 NDQ,2018,,,,,,,,,,,,,,,,,,,,,,,,18,0,6,0,x,,,,,,,,
Allard,,53,15,full,,8/7/2021,3,2021,69,2019,,,,,,,,,,,,,,,,,,,,,,,,6,0,2,0,x,,,,,,,,
Allard,,57,9,full,,8/7/2021,3,2021,65,2019,,,,,,,,,,,,,,,,,,,,,,,,19,0,6.333333333,0,x,,,,,,,,
Allard,,51,16,full,,8/7/2021,3,2021,67,2019,,,,,,,,,,,,,,,,,,,,,,,,9,0,3,0,x,,,,,,,,
Allard,,52,18,full,,8/7/2021,3,2021,67,2019,,,,,,,,,,,,,,,,,,,,,,,,12,0,4,0,x,,,,,,,,
Allard,,54,17,full,,8/7/2021,3,2021,69,2019,,,,,,,,,,,,,,,,,,,,,,,,18,0,6,0,x,,,,,,,,
Martin,,29,21G,full,,8/25/2021,4,2021,69,2019,,,,,,,,,,,,,,,,,,,,,,,,12,0,4,0,,186,,,,,,,
Martin,,31,22G,full,,8/25/2021,4,2021,78,2019,,,,,,,,,,,,,,,,,,,,,,,,6,0,2,0,,136,,,,,,,
Martin,,26,16G,full,,8/25/2021,4,2021,NDQ,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,0,,163,,,,,,,
Martin,,21,14G,full,,8/25/2021,4,2021,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,6,0,,206,,,,,,,
Martin,,23,02G,full,,8/25/2021,4,2021,77,2019,,,,,,,,,,,,,,,,,,,,,,,,45,0,15,0,,121,,,,,,,
Martin,,24,25G,full,,8/25/2021,4,2021,67,2018,,,,,,,,,,,,,,,,,,,,,,,,15,0,5,0,,115,,,,,,,
Martin,,22,14GA,full,,8/25/2021,4,2021,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,3,0,,177,,,,,,,
Martin,,32,18G,full,,8/25/2021,4,2021,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0.6666666667,0,,129,,,,,,,
Martin,,28,27G,full,,8/25/2021,4,2021,75,2020,,,,,,,,,,,,,,,,,,,,,,,,37,0,12.33333333,0,,144,,,,,,,
Martin,,25,26G,full,,8/25/2021,4,2021,69,2017,,,,,,,,,,,,,,,,,,,,,,,,7,0,2.333333333,0,,186,,,,,,,
Martin,,30,19G,full,,8/25/2021,4,2021,,,,,,,,,,,PMS 8/25,,,,,,,,,,,,,,,39,1,13,50000,,152,,,,,,,
Martin,,33,08G,full,,8/25/2021,4,2021,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,0,,161,,,,,,,
Martin,,27,11,full,,8/25/2021,4,2021,65,2020,,,,,,,,,,,,,,,,,,,,,,,,32,0,10.66666667,0,,175,,,,,,,
Fortin,,80,2,full,,8/27/2021,4,2021,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,5,0,x,125,,,,,,,
Fortin,,75,4,full,,8/27/2021,4,2021,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1.333333333,0,,122,,,,,,,
Fortin,,73,9,full,,8/27/2021,4,2021,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,10,0,x,160,,,,,,,
Fortin,,74,6,full,,8/27/2021,4,2021,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,2.666666667,0,x,120,,,,,,,
Fortin,,81,10,full,,8/27/2021,4,2021,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,4.333333333,0,x,110,,,,,,,
Fortin,,76,20,full,,8/27/2021,4,2021,,,,,,,,,,,,,,,,,,,,,,,,,,72,0,24,0,x,160,,,,,,,
Fortin,,78,21,full,,8/27/2021,4,2021,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,5,0,x,89,,,,,,,
Fortin,,79,22,full,,8/27/2021,4,2021,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,5.333333333,0,x,120,,,,,,,
Fortin,,77,19,full,,8/27/2021,4,2021,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,10,0,x,160,,,,,,,
Fortin,,82,25,full,,8/27/2021,4,2021,,,,,,,,,,,,,,,,,,,,,,,,,,47,5,15.66666667,250000,x,160,,,,,,,
Fortin,,83,16,full,,8/27/2021,4,2021,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,2,0,x,150,,,,,,,
Ferland,,68,3,full,,8/27/2021,4,2021,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,7,0,x,120,,,,,,,
Ferland,,67,1,full,,8/27/2021,4,2021,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,2.333333333,0,x,150,,,,,,,
Ferland,,69,18,full,,8/27/2021,4,2021,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,NA,,,removed from study,,,,
Ferland,,70,22,full,,8/27/2021,4,2021,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,4.333333333,0,x,150,,,,,,,
Ferland,,71,21,full,,8/27/2021,4,2021,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,10,0,x,150,,,,,,,
Ferland,,72,20,full,,8/27/2021,4,2021,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,4.333333333,0,x,135,,,,,,,
Brigham,,35,1,full,,8/25/2021,4,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,115,,,,,,,
Brigham,,38,7,full,,8/25/2021,4,2021,75,2020,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.3333333333,0,,80,,,,,,,
Brigham,,36,4,full,,8/25/2021,4,2021,75,2020,,,,,,,,,,,,,,,,,,,,,,,,5,0,1.666666667,0,,75,,,,,,,
Brigham,,39,13,full,,8/25/2021,4,2021,76,2019,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.3333333333,0,,160,,,,,,,
Brigham,,41,6,full,,8/25/2021,4,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,80,,,,,,,
Brigham,,40,11,full,,8/25/2021,4,2021,76,2020,,,,,,,,,,,,,,,,,,,,,,,,4,0,1.333333333,0,,120,,,,,,,75
Brigham,,34,2,full,,8/25/2021,4,2021,75,2020,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,NA,,,,,,,195
Brigham,,37,5,full,,8/25/2021,4,2021,75,2020,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,75,,,,,,,
Camisa,,46,13,full,,8/25/2021,4,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.3333333333,0,,80,,,,,,,
Camisa,,43,10,full,,8/25/2021,4,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,80,,,,,,,
Camisa,,44,5,full,,8/25/2021,4,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,80,,,,,,,
Camisa,,42,11,full,,8/25/2021,4,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,2,0,0.6666666667,0,,80,,,,,,,
Camisa,,48,19,full,,8/25/2021,4,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.3333333333,0,,80,,,,,,,
Camisa,,45,16,full,,8/25/2021,4,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,0,,115,,,,,,,
Camisa,,47,14,full,,8/25/2021,4,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,4,0,1.333333333,0,,80,,,,,,,
Yandow,,59,2,full,,8/25/2021,4,2021,76,2019,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,0,,95,,,,,,,
Yandow,,60,9,full,,8/25/2021,4,2021,69,2019,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,50000,,149,,,,,,,
Yandow,,61,UVM1,full,,8/25/2021,4,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.3333333333,0,,80,,,,,,,
Yandow,,62,UVM2,full,,8/25/2021,4,2021,75,2020,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,88,,,,,,,
Yandow,,63,UVM3,full,,8/25/2021,4,2021,76,2020,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,85,,,,,,,
Yandow,,64,UVM4,full,,8/25/2021,4,2021,75,2020,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,64,,,,,,,
Yandow,,65,24,full,,8/25/2021,4,2021,78,2019,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,0,,154,,,,,,,
Yandow,,66,UVM5,full,,8/25/2021,4,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,98,,,,,,,
Allard,,56,25,full,,8/27/2021,4,2021,78,2019,,,,,,,,QL 8/27 emergency cells present,,,,,,,,,,,,,,,,11,0,3.666666667,0,,55,,,,,,,
Allard,,49,14,full,,8/27/2021,4,2021,78,2019,,,,,,,,,,,,,,,,,,,,,,,,6,0,2,0,,145,,,,,,,
Allard,,55,20,full,,8/27/2021,4,2021,,2019,,,,,,,,,,,,,,,,,,,,,,,,11,0,3.666666667,0,,110,,,,,,,
Allard,,58,7,full,,8/27/2021,4,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,13,0,4.333333333,0,,145,,,,,,,
Allard,,50,8,full,,8/27/2021,4,2021,68 NDQ,2018,,,,,,,,,,,,,,,,,,,,,,,,6,0,2,0,,160,,,,,,,
Allard,,53,15,full,,8/27/2021,4,2021,69,2019,,,,,,,,QL 8/27,,,,,,,,,,,,,,,,15,0,5,0,,190,,,,,,,
Allard,,57,9,full,,8/27/2021,4,2021,65,2019,,,,,,,,,,,,,,,,,,,,,,,,17,0,5.666666667,0,,150,,,,,,,
Allard,,51,16,full,,8/27/2021,4,2021,67,2019,,,,,,,,,,,,,,,,,,,,,,,,6,0,2,0,,150,,,,,,,
Allard,,52,18,full,,8/27/2021,4,2021,67,2019,,,,,,,,,,,,,,,,,,,,,,,,7,0,2.333333333,0,,150,,,,,,,
Allard,,54,17,full,,8/27/2021,4,2021,69,2019,,,,,,,,,,,,,,,,,,,,,,,,33,0,11,0,,145,,,,,,,
Martin,,29,21G,full,,9/26/2021,5,2021,69,2019,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.6666666667,50000,,,185,,,,,,
Martin,,31,22G,full,,9/26/2021,5,2021,78,2019,,,,,,,,,,,,,,,,,,,,,,,,17,5,5.666666667,250000,,,155,,,,,,
Martin,,26,16G,full,,9/26/2021,5,2021,NDQ,,,,,,,,,,DWV 9/26,,,,,,,,,,,,,,,15,1,5,50000,,,170,,,,,,
Martin,,21,14G,full,,9/26/2021,5,2021,,,,,,,,,,,DWV 9/26,,,,,,,,,,,,,,,19,0,6.333333333,0,,,155,,,,,,
Martin,,23,02G,full,,9/26/2021,5,2021,77,2019,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,140,,removed from study- too aggressive ,,,,
Martin,,24,25G,full,,9/26/2021,5,2021,67,2018,,,,,,,,,,,,,,,,,,,,,,,,5,0,1.666666667,0,,,195,,,,,,
Martin,,22,14GA,full,,9/26/2021,5,2021,,,,,,,,,,,"PMS, DWV 9/26",,,,,,,,,,,,,,,32,18,10.66666667,900000,,,160,,,,,,
Martin,,32,18G,full,,9/26/2021,5,2021,,,,,,,,,,,"PMS, DWV 9/26",,,,,,,,,,,,,,,13,0,4.333333333,0,,,160,,,,,,
Martin,,28,27G,full,,9/26/2021,5,2021,75,2020,,,,,,,,,,,,,,,,,,,,,,,,10,0,3.333333333,0,,,120,,,,,,
Martin,,25,26G,full,,9/26/2021,5,2021,69,2017,,,,,,,,,DWV 9/26,,,,,,,,,,,,,,,10,0,3.333333333,0,,,170,,,,,,
Martin,,30,19G,full,,9/26/2021,5,2021,,,,,,,,,,,PMS 9/26,,,,,,,,,,,,,,,16,0,5.333333333,0,,,140,,,,,,
Martin,,33,08G,full,,9/26/2021,5,2021,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,17.66666667,0,,,180,,,,,,
Martin,,27,11,full,,9/26/2021,5,2021,65,2020,,,,,,,,dead 11/3,DWV 9/26,,,,,,,,,,,,,,,11,NA,3.666666667,NA,,,NA,,removed from study,,,,
Fortin,,80,2,full,,9/28/2021,5,2021,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,4,50000,,,75,,,,,,
Fortin,,75,4,full,,9/28/2021,5,2021,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,4.666666667,0,x,,110,,,,,,
Fortin,,73,9,full,,9/28/2021,5,2021,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,21.33333333,0,,,155,,,,,,
Fortin,,74,6,full,,9/28/2021,5,2021,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1.333333333,150000,,,100,,,,,,
Fortin,,81,10,full,,9/28/2021,5,2021,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,3.333333333,350000,,,145,,,,,,
Fortin,,76,20,full,,9/28/2021,5,2021,,,,,,,,,,dead 11/3,"PMS, DWV 9/28",,,,,,,,,,,,,,,90,0,30,0,,,120,,removed from study,,,,
Fortin,,78,21,full,,9/28/2021,5,2021,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0.6666666667,0,,,115,,,,,,
Fortin,,79,22,full,,9/28/2021,5,2021,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,2.666666667,0,,,140,,,,,,
Fortin,,77,19,full,,9/28/2021,5,2021,,,,,,,,,,dead 11/3,PMS 9/28,,,,,,,,,,,,,,,98,0,32.66666667,0,,,105,,removed from study,,,,
Fortin,,82,25,full,,9/28/2021,5,2021,,,,,,,,,,,,,,,,,,,,,,,,,,79,2,26.33333333,100000,,,110,,,,,,
Fortin,,83,16,full,,9/28/2021,5,2021,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.666666667,50000,,,95,,,,,,
Ferland,,68,3,full,,9/28/2021,5,2021,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,3,0,,,110,,,,,,
Ferland,,67,1,full,,9/28/2021,5,2021,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,5,0,,,140,,,,,,
Ferland,,69,18,full,,9/28/2021,5,2021,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,95,,,,,,
Ferland,,70,22,full,,9/28/2021,5,2021,,,,,,,,,,,PMS 9/28,,,,,,,,,,,,,,,23,0,7.666666667,0,,,120,,,,,,
Ferland,,71,21,full,,9/28/2021,5,2021,,,,,,,,,,,DWV 9/28,,,,,,,,,,,,,,,25,8,8.333333333,400000,,,170,,,,,,
Ferland,,72,20,full,,9/28/2021,5,2021,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,4,0,,,160,,,,,,
Brigham,,35,1,full,,9/26/2021,5,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.3333333333,0,,,155,,,,,,
Brigham,,38,7,full,,9/26/2021,5,2021,75,2020,,,,,,,,,,,,,,,,,,,,,,,,4,0,1.333333333,0,,,145,,,,,,
Brigham,,36,4,full,,9/26/2021,5,2021,75,2020,,,,,,,,QL 9/26,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,NA,,removed from study,,,,
Brigham,,39,13,full,,9/26/2021,5,2021,76,2019,,,,,,,,QL 9/26,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,155,,removed from study,,,,
Brigham,,41,6,full,,9/26/2021,5,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,2,5,0.6666666667,250000,,,,,,,,,
Brigham,,40,11,full,,9/26/2021,5,2021,76,2020,,,,,,,,,,,,,,,,,,,,,,,,7,0,2.333333333,0,x,,155,,,,,,
Brigham,,34,2,full,,9/26/2021,5,2021,75,2020,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,NA,,,,,,
Brigham,,37,5,full,,9/26/2021,5,2021,75,2020,,,,,,,,,,,,,,,,,,,,,,,,7,0,2.333333333,0,x,,155,,,,,,
Camisa,,46,13,full,,9/26/2021,5,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,20,0,6.666666667,0,,,180,,,,,,
Camisa,,43,10,full,,9/26/2021,5,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,6,0,2,0,,,165,,,,,,
Camisa,,44,5,full,,9/26/2021,5,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,6,0,2,0,,,145,,,,,,
Camisa,,42,11,full,,9/26/2021,5,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,17,0,5.666666667,0,,,170,,,,,,
Camisa,,48,19,full,,9/26/2021,5,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,10,0,3.333333333,0,,,155,,,,,,
Camisa,,45,16,full,,9/26/2021,5,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,22,1,7.333333333,50000,,,145,,,,,,
Camisa,,47,14,full,,9/26/2021,5,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,10,0,3.333333333,0,,,160,,,,,,
Yandow,,59,2,full,,9/28/2021,5,2021,76,2019,,,,,,,,,,,,,,,,,,,,,,,,7,0,2.333333333,0,,,105,,,,,,
Yandow,,60,9,full,,9/28/2021,5,2021,69,2019,,,,,,,,,,,,,,,,,,,,,,,,14,0,4.666666667,0,,,105,,,,,,
Yandow,,61,UVM1,full,,9/28/2021,5,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,0,,,120,,,,,,
Yandow,,62,UVM2,full,,9/28/2021,5,2021,75,2020,,,,,,,,,,,,,,,,,,,,,,,,15,0,5,0,,,125,,,,,,
Yandow,,63,UVM3,full,,9/28/2021,5,2021,76,2020,,,,,,,,,,,,,,,,,,,,,,,,6,0,2,0,,,165,,,,,,
Yandow,,64,UVM4,full,,9/28/2021,5,2021,75,2020,,,,,,,,,,,,,,,,,,,,,,,,12,0,4,0,,,115,,,,,,
Yandow,,65,24,full,,9/28/2021,5,2021,78,2019,,,,,,,,,,,,,,,,,,,,,,,,22,0,7.333333333,0,,,110,,,,,,
Yandow,,66,UVM5,full,,9/28/2021,5,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,17,4,5.666666667,200000,,,145,,,,,,
Allard,,56,25,full,,9/26/2021,5,2021,78,2019,,,,,,,,,,,,,,,,,,,,,,,,2,0,0.6666666667,0,,,160,,,,,,
Allard,,49,14,full,,9/26/2021,5,2021,78,2019,,,,,,,,,,,,,,,,,,,,,,,,4,0,1.333333333,0,,,140,,,,,,
Allard,,55,20,full,,9/26/2021,5,2021,,2019,,,,,,,,,,,,,,,,,,,,,,,,21,0,7,0,,,150,,,,,,
Allard,,58,7,full,,9/26/2021,5,2021,69,2020,,,,,,,,,,,,,,,,,,,,,,,,4,0,1.333333333,0,,,150,,,,,,
Allard,,50,8,full,,9/26/2021,5,2021,68 NDQ,2018,,,,,,,,small cluster 9/26,mite infested 9/26,,,,,,,,,,,,,,,NA,NA,NA,NA,,,NA,,removed from study,,,,
Allard,,53,15,full,,9/26/2021,5,2021,69,2019,,,,,,,,,,,,,,,,,,,,,,,,11,0,3.666666667,0,,,120,,,,,,
Allard,,57,9,full,,9/26/2021,5,2021,65,2019,,,,,,,,,,,,,,,,,,,,,,,,11,0,3.666666667,0,,,110,,,,,,
Allard,,51,16,full,,9/26/2021,5,2021,67,2019,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.6666666667,50000,,,165,,,,,,
Allard,,52,18,full,,9/26/2021,5,2021,67,2019,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,0,,,145,,,,,,
Allard,,54,17,full,,9/26/2021,5,2021,69,2019,,,,,,,,dead 9/26,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,NA,,removed from study,,,,
Martin,,29,21G,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220214,,,,0,0,,,,x,,,,,
Martin,,31,22G,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220225,,,,0,0,,,,x,,,,,
Martin,,26,16G,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220226,,,,0,0,,,,x,,,,,
Martin,,21,14G,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220212,,,,0,0,,,,x,,,,,
Martin,,23,02G,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,na,,,,0,0,,,,x,,,,,
Martin,,24,25G,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220218,,,,0,0,,,,x,,,,,
Martin,,22,14GA,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220218,,,,0,0,,,,x,,,,,
Martin,,32,18G,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220212,,,,0,0,,,,x,,,,,
Martin,,28,27G,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220214,,,,0,0,,,,x,,,,,
Martin,,25,26G,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220225,,,,0,0,,,,x,,,,,
Martin,,30,19G,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220225,,,,0,0,,,,x,,,,,
Martin,,33,08G,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220226,,,,0,0,,,,x,,,,,
Martin,,27,11,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220226,,,,0,0,,,,x,,,,,
Fortin,,80,2,full,,5/1/2022,6,2021,,,alive,,12,04/22/02,,,,,,,,,,,,,,,,,,20220311,,0,240,0,12000000,,,,x,,,,,
Fortin,,75,4,full,,5/1/2022,6,2021,,,alive,,11,04/22/02,,,,,,,,,,,,,,,,,,20220312,,1,323,0.3333333333,16150000,,,,x,,,,,
Fortin,,73,9,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220312,,,,0,0,,,,x,,,,,
Fortin,,74,6,full,,5/1/2022,6,2021,,,alive,,6,04/22/02,,,,,,,,,,,,,,,,,,20220309,,0,178,0,8900000,,,,x,,,,,
Fortin,,81,10,full,,5/1/2022,6,2021,,,alive,,7,04/22/02,,,,,,,,,,,,,,,,,,20220311,,0,297,0,14850000,,,,x,,,,,
Fortin,,76,20,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220311,,,,0,0,,,,x,,,,,
Fortin,,78,21,full,,5/1/2022,6,2021,,,alive,,7,04/22/02,,,,,,,,,,,,,,,,,,20220309,,0,87,0,4350000,,,,x,,,,,
Fortin,,79,22,full,,5/1/2022,6,2021,,,alive,,10,04/22/02,,,,,,,,,,,,,,,,,,20220311,,0,77,0,3850000,,,,x,,,,,
Fortin,,77,19,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220312,,,,0,0,,,,x,,,,,
Fortin,,82,25,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220311,,,,0,0,,,,x,,,,,
Fortin,,83,16,full,,5/1/2022,6,2021,,,alive,,14,04/22/02,,,,,,,,,,,,,,,,,,20220311,,0,37,0,1850000,,,,x,,,,,
Ferland,,68,3,full,,5/1/2022,6,2021,,,alive,,16,04/22/02,,,,,,,,,,,,,,,,,,20220312,,0,117,0,5850000,,,,x,,,,,
Ferland,,67,1,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220312,,,,0,0,,,,x,,,,,
Ferland,,69,18,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,na,,,,0,0,,,,x,,,,,
Ferland,,70,22,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220312,,,,0,0,,,,x,,,,,
Ferland,,71,21,full,,5/1/2022,6,2021,,,alive,,6,04/22/02,,,,,,,,,,,,,,,,,,20220312,,0,243,0,12150000,,,,x,,,,,
Ferland,,72,20,full,,5/1/2022,6,2021,,,alive,,7,04/22/02,,,,,,,,,,,,,,,,,,20220312,,0,314,0,15700000,,,,x,,,,,
Brigham,,35,1,full,,5/7/2022,6,2021,,,alive,,9,04/22/02,,,,,,,,,,,,,,,,,,20220212,,7,352,2.333333333,17600000,,,,x,,,,,
Brigham,,38,7,full,,5/7/2022,6,2021,,,alive,,10,04/22/02,,,,,,,,,,,,,,,,,,20220226,,2,180,0.6666666667,9000000,,,,x,,,,,
Brigham,,36,4,full,,5/7/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220212,,,,0,0,,,,x,,,,,
Brigham,,39,13,full,,5/7/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220214,,,,0,0,,,,x,,,,,
Brigham,,41,6,full,,5/7/2022,6,2021,,,alive,,12,04/22/02,,,,,,,,,,,,,,,,,,20220214,,8,161,2.666666667,8050000,,,,x,,,,,
Brigham,,40,11,full,,5/7/2022,6,2021,,,alive,,16,04/22/02,,,,,,,,,,,,,,,,,,20220212,,13,93,4.333333333,4650000,,,,x,,,,,
Brigham,,34,2,full,,5/7/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220218,,,,0,0,,,,x,,,,,
Brigham,,37,5,full,,5/7/2022,6,2021,,,alive,,10,04/22/02,,,,,,,,,,,,,,,,,,20220226,,1,95,0.3333333333,4750000,,,,x,,,,,
