# Experiment File Name : Alger-SA-18072.eds
# Created By :alexburn17@gmail.com
# Last Modified Date : 2023-05-08 09:38:36 AM
# Instrument Type : QuantStudio 6 Real-Time PCR System

"Well","Sample Name","Target Name","Amp Score","Amp Status","Task","Cq","Cq Mean","Cq Standard Deviation","Quantity","Quantity Mean","Quantity Standard Deviation","Intercept","R-Squared","Slope","Efficiency","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Omit",
"C5","96","ACTIN","1.552","Amp","UNKNOWN","14.736","14.895","0.225","1084463.1","983891.8","142229.27","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","9.0","false",
"C6","113","ACTIN","1.551","Amp","UNKNOWN","14.719","14.872","0.216","1096579.6","998415.3","138825.33","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","9.0","false",
"C7","135","ACTIN","1.554","Amp","UNKNOWN","14.817","14.872","0.077","1028880.4","993874.0","49506.465","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","9.0","false",
"C8","105","ACTIN","1.561","Amp","UNKNOWN","15.267","15.39","0.173","770064.94","713843.9","79508.61","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","10.0","false",
"C9","111","ACTIN","1.562","Amp","UNKNOWN","15.268","15.319","0.073","769689.75","745046.94","34850.145","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","10.0","false",
"C10","85","ACTIN","1.556","Amp","UNKNOWN","15.064","15.078","0.021","877977.0","869729.94","11663.093","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","9.0","false",
"C11","98","ACTIN","1.562","Amp","UNKNOWN","15.393","15.432","0.056","710055.75","692461.75","24881.629","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","10.0","false",
"C12","gblock","ACTIN","1.554","Amp","UNKNOWN","4.254","4.254","-","9.3056614E8","9.3056614E8","-","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","3.0","false",
"D1","167","ACTIN","1.545","Amp","UNKNOWN","14.832","15.022","0.269","1019178.44","908417.9","156639.16","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","9.0","false",
"D2","155","ACTIN","1.561","Amp","UNKNOWN","15.004","14.973","0.043","912557.25","930694.5","25649.967","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","9.0","false",
"D3","170","ACTIN","1.568","Amp","UNKNOWN","15.520","15.434","0.121","654176.7","692445.06","54119.676","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","10.0","false",
"D4","116","ACTIN","1.571","Amp","UNKNOWN","15.276","15.202","0.104","765863.0","803841.75","53710.09","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","9.0","false",
"D5","96","ACTIN","1.571","Amp","UNKNOWN","15.054","14.895","0.225","883320.5","983891.8","142229.27","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","10.0","false",
"D6","113","ACTIN","1.568","Amp","UNKNOWN","15.025","14.872","0.216","900251.0","998415.3","138825.33","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","10.0","false",
"D7","135","ACTIN","1.564","Amp","UNKNOWN","14.927","14.872","0.077","958867.6","993874.0","49506.465","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","9.0","false",
"D8","105","ACTIN","1.57","Amp","UNKNOWN","15.512","15.39","0.173","657622.8","713843.9","79508.61","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","10.0","false",
"D9","111","ACTIN","1.569","Amp","UNKNOWN","15.371","15.319","0.073","720404.2","745046.94","34850.145","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","9.0","false",
"D10","85","ACTIN","1.565","Amp","UNKNOWN","15.093","15.078","0.021","861482.94","869729.94","11663.093","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","10.0","false",
"D11","98","ACTIN","1.564","Amp","UNKNOWN","15.472","15.432","0.056","674867.8","692461.75","24881.629","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","10.0","false",
"D12","NTC","ACTIN","0.0","No Amp","NTC","Undetermined","-","-","-","-","-","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","39.0","false",
"E1","106","DWV","1.453","Amp","UNKNOWN","21.007","20.69","0.449","12047.73","15098.709","4314.735","35.57592","0.9939175","-3.569952","90.6","true","0.114","true","3.0","17.0","false",
"E2","125","DWV","1.45","Amp","UNKNOWN","21.918","21.647","0.384","6694.0415","8096.602","1983.52","35.57592","0.9939175","-3.569952","90.6","true","0.114","true","3.0","17.0","false",
"E3","123","DWV","1.447","Amp","UNKNOWN","30.350","29.612","1.045","29.094965","52.27","32.775","35.57592","0.9939175","-3.569952","90.6","true","0.114","true","3.0","26.0","false",
"E4","118","DWV","1.459","Amp","UNKNOWN","14.108","14.039","0.099","1031363.4","1079867.6","68595.34","35.57592","0.9939175","-3.569952","90.6","true","0.114","true","3.0","9.0","false",
"E5","102","DWV","1.457","Amp","UNKNOWN","15.765","15.674","0.129","354193.16","376329.06","31304.88","35.57592","0.9939175","-3.569952","90.6","true","0.114","true","3.0","11.0","false",
"E6","173","DWV","1.457","Amp","UNKNOWN","15.358","15.316","0.059","460655.72","473402.3","18026.41","35.57592","0.9939175","-3.569952","90.6","true","0.114","true","3.0","11.0","false",
"E7","171","DWV","1.463","Amp","UNKNOWN","18.362","18.305","0.081","66340.15","68888.28","3603.611","35.57592","0.9939175","-3.569952","90.6","true","0.114","true","3.0","14.0","false",
"E8","110","DWV","1.448","Amp","UNKNOWN","28.364","28.147","0.306","104.78338","121.658","23.864","35.57592","0.9939175","-3.569952","90.6","true","0.114","true","3.0","24.0","false",
"E9","C1","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.75992238E10","-","-","35.57592","0.9939175","-3.569952","90.6","true","0.114","true","3.0","39.0","false",
"E10","C2","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.75992238E10","-","-","35.57592","0.9939175","-3.569952","90.6","true","0.114","true","3.0","39.0","false",
"E11","C3","DWV","0.505","No Amp","UNKNOWN","Undetermined","-","-","1.75992238E10","-","-","35.57592","0.9939175","-3.569952","90.6","true","0.114","true","3.0","37.0","false",
"E12","C4","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.75992238E10","-","-","35.57592","0.9939175","-3.569952","90.6","true","0.114","true","3.0","39.0","false",
"F1","106","DWV","1.451","Amp","UNKNOWN","20.372","20.69","0.449","18149.688","15098.709","4314.735","35.57592","0.9939175","-3.569952","90.6","true","0.114","true","3.0","16.0","false",
"F2","125","DWV","1.447","Amp","UNKNOWN","21.376","21.647","0.384","9499.162","8096.602","1983.52","35.57592","0.9939175","-3.569952","90.6","true","0.114","true","3.0","17.0","false",
"F3","123","DWV","1.447","Amp","UNKNOWN","28.873","29.612","1.045","75.445274","52.27","32.775","35.57592","0.9939175","-3.569952","90.6","true","0.114","true","3.0","24.0","false",
"F4","118","DWV","1.459","Amp","UNKNOWN","13.969","14.039","0.099","1128371.9","1079867.6","68595.34","35.57592","0.9939175","-3.569952","90.6","true","0.114","true","3.0","10.0","false",
"F5","102","DWV","1.452","Amp","UNKNOWN","15.583","15.674","0.129","398464.94","376329.06","31304.88","35.57592","0.9939175","-3.569952","90.6","true","0.114","true","3.0","11.0","false",
"F6","173","DWV","1.455","Amp","UNKNOWN","15.274","15.316","0.059","486148.94","473402.3","18026.41","35.57592","0.9939175","-3.569952","90.6","true","0.114","true","3.0","11.0","false",
"F7","171","DWV","1.459","Amp","UNKNOWN","18.248","18.305","0.081","71436.42","68888.28","3603.611","35.57592","0.9939175","-3.569952","90.6","true","0.114","true","3.0","14.0","false",
"F8","110","DWV","1.445","Amp","UNKNOWN","27.931","28.147","0.306","138.53268","121.658","23.864","35.57592","0.9939175","-3.569952","90.6","true","0.114","true","3.0","23.0","false",
"F9","C1","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.75992238E10","-","-","35.57592","0.9939175","-3.569952","90.6","true","0.114","true","3.0","39.0","false",
"F10","C2","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.75992238E10","-","-","35.57592","0.9939175","-3.569952","90.6","true","0.114","true","3.0","39.0","false",
"F11","C3","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.75992238E10","-","-","35.57592","0.9939175","-3.569952","90.6","true","0.114","true","3.0","39.0","false",
"F12","C4","DWV","0.0","No Amp","UNKNOWN","Undetermined","-","-","1.75992238E10","-","-","35.57592","0.9939175","-3.569952","90.6","true","0.114","true","3.0","39.0","false",
"G1","106","ACTIN","1.561","Amp","UNKNOWN","15.846","15.803","0.06","530318.5","545225.56","21081.85","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","10.0","false",
"G2","125","ACTIN","1.567","Amp","UNKNOWN","15.252","15.277","0.034","777402.6","765394.7","16981.756","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","10.0","false",
"G3","123","ACTIN","1.562","Amp","UNKNOWN","15.734","15.841","0.15","569833.25","533320.94","51636.215","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","10.0","false",
"G4","118","ACTIN","1.57","Amp","UNKNOWN","15.619","15.631","0.018","613774.8","608904.1","6888.23","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","11.0","false",
"G5","102","ACTIN","1.568","Amp","UNKNOWN","15.407","15.452","0.064","703831.1","683827.0","28290.055","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","10.0","false",
"G6","173","ACTIN","1.569","Amp","UNKNOWN","15.634","15.73","0.135","607743.25","572509.4","49828.223","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","10.0","false",
"G7","171","ACTIN","1.566","Amp","UNKNOWN","15.440","15.481","0.059","688951.06","671042.06","25327.182","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","10.0","false",
"G8","110","ACTIN","1.568","Amp","UNKNOWN","15.376","15.474","0.138","717822.3","675314.56","60115.035","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","9.0","false",
"G9","C1","ACTIN","0.0","No Amp","UNKNOWN","Undetermined","-","-","2.74934067E10","-","-","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","39.0","false",
"G10","C2","ACTIN","0.0","No Amp","UNKNOWN","Undetermined","-","-","2.74934067E10","-","-","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","39.0","false",
"G11","C3","ACTIN","0.0","No Amp","UNKNOWN","Undetermined","-","-","2.74934067E10","-","-","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","39.0","false",
"G12","C4","ACTIN","0.0","No Amp","UNKNOWN","Undetermined","33.785","-","2.74934067E10","5.058","-","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","39.0","false",
"H1","106","ACTIN","1.562","Amp","UNKNOWN","15.761","15.803","0.06","560132.7","545225.56","21081.85","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","10.0","false",
"H2","125","ACTIN","1.567","Amp","UNKNOWN","15.301","15.277","0.034","753386.75","765394.7","16981.756","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","9.0","false",
"H3","123","ACTIN","1.565","Amp","UNKNOWN","15.947","15.841","0.15","496808.6","533320.94","51636.215","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","10.0","false",
"H4","118","ACTIN","1.558","Amp","UNKNOWN","15.644","15.631","0.018","604033.44","608904.1","6888.23","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","10.0","false",
"H5","102","ACTIN","1.569","Amp","UNKNOWN","15.497","15.452","0.064","663822.94","683827.0","28290.055","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","10.0","false",
"H6","173","ACTIN","1.559","Amp","UNKNOWN","15.826","15.73","0.135","537275.5","572509.4","49828.223","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","10.0","false",
"H7","171","ACTIN","1.567","Amp","UNKNOWN","15.523","15.481","0.059","653133.0","671042.06","25327.182","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","10.0","false",
"H8","110","ACTIN","1.566","Amp","UNKNOWN","15.572","15.474","0.138","632806.8","675314.56","60115.035","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","10.0","false",
"H9","C1","ACTIN","0.0","No Amp","UNKNOWN","Undetermined","-","-","2.74934067E10","-","-","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","39.0","false",
"H10","C2","ACTIN","0.0","No Amp","UNKNOWN","Undetermined","-","-","2.74934067E10","-","-","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","39.0","false",
"H11","C3","ACTIN","0.0","No Amp","UNKNOWN","Undetermined","-","-","2.74934067E10","-","-","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","39.0","false",
"H12","C4","ACTIN","1.526","Amp","UNKNOWN","33.785","33.785","-","5.0579057","5.058","-","36.29999","0.9990826","-3.57306","90.49","true","0.3","true","3.0","28.0","false",

